id,observed_on,time_observed_at,time_zone,created_at,description,captive_cultivated,place_guess,latitude,longitude,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
80734,2012-05-18,,Eastern Time (US & Canada),2012-05-20 03:33:37 UTC,"",false,"Ohio, US",41.4137258546,-83.8341973599,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
244385,2012-05-08,2012-05-08 15:40:23 UTC,Eastern Time (US & Canada),2013-04-24 20:44:48 UTC,"",false,"Michigan, US",42.4051219055,-86.055255964,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
557666,2013-06-16,2013-06-16 19:45:28 UTC,Central Time (US & Canada),2014-03-08 13:46:52 UTC,"A federally endgangered species.
Canoe Landing Prairie State Natural Area, Eau Claire Co., WI",false,"Wisconsin, US",44.7763355581,-90.8878449368,,obscured,true,"",Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
846948,2014-08-24,2014-08-24 18:29:23 UTC,Central Time (US & Canada),2014-08-25 04:20:06 UTC,"A federally endangered species.
Coon Fork Barrens State Natural Area, Eau Claire Co., WI",false,"Wisconsin, US",44.6396177578,-91.0784104605,,obscured,true,"",Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
1727974,2015-07-05,,Eastern Time (US & Canada),2015-07-06 03:54:17 UTC,In preserve/habitat managed specifically for this species that has been at this location every summer with 2 witnessed broods. This is the emerging second brood for 2015.,false,"New York, US",43.0684594106,-73.7361113993,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
3385081,2016-06-02,2016-06-02 14:50:41 UTC,Central Time (US & Canada),2016-06-05 06:27:59 UTC,"Necedah National Wildlife Refuge, WI",false,"Wisconsin, US",44.0229069934,-90.0468328333,,obscured,true,"",Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
3385141,2016-06-02,2016-06-02 16:53:09 UTC,Central Time (US & Canada),2016-06-05 06:43:40 UTC,"Necedah National Wildlife Refuge, WI",false,"Wisconsin, US",44.0218316147,-90.1832869751,,obscured,true,"",Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
3396460,2016-06-06,2016-06-06 15:01:27 UTC,Eastern Time (US & Canada),2016-06-06 20:45:16 UTC,,false,"Michigan, US",43.4866204282,-85.67677761,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
3743937,2016-06-09,2016-06-09 20:50:00 UTC,Hawaii,2016-07-25 16:06:30 UTC,,false,"Michigan, US",43.5381428602,-85.7243128609,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
3927923,2016-07-15,2016-07-15 17:10:00 UTC,Central Time (US & Canada),2016-08-20 23:59:12 UTC,                               ,false,"Wisconsin, US",44.0608928074,-90.1659004786,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
3947709,2016-07-19,2016-07-19 18:54:18 UTC,Eastern Time (US & Canada),2016-08-23 17:37:26 UTC,Was sitting on some grasses in the Manistee National Forest. Photo was taken during the Karner Blue Butterfly survey. ,false,"Michigan, US",43.4586496659,-86.3697095926,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
4014358,2016-09-01,2016-09-01 18:13:00 UTC,Pacific Time (US & Canada),2016-09-02 00:52:43 UTC,,false,"Wisconsin, US",44.0803669741,-90.1093588538,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
5443571,2013-08-10,2013-08-10 15:07:30 UTC,Pacific Time (US & Canada),2017-03-24 17:33:22 UTC,"Necedah National Wildlife Refuge, Wisconsin
10 August 2013",false,"Wisconsin, US",44.0269357278,-90.1013161091,,obscured,true,"",Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
6018092,2014-07-19,2014-07-19 14:46:00 UTC,Eastern Time (US & Canada),2017-04-30 03:02:17 UTC,,false,"New York, US",43.1485053144,-73.7884921761,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
6515129,2017-06-05,2017-06-05 09:51:00 UTC,Central Time (US & Canada),2017-06-05 23:36:25 UTC,"Subfamily Blues

Polyommatinae ",false,"Wisconsin, US",43.9939062301,-89.1685033393,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
6543918,2017-06-06,2017-06-06 15:08:00 UTC,Central Time (US & Canada),2017-06-08 02:29:19 UTC,,false,"Wisconsin, US",43.8778084754,-89.3667809004,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
6543921,2017-06-06,2017-06-06 15:36:00 UTC,Central Time (US & Canada),2017-06-08 02:29:20 UTC,,false,"Wisconsin, US",43.8100131545,-89.2554310151,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
6555277,2017-06-06,2017-06-06 16:41:00 UTC,Central Time (US & Canada),2017-06-09 01:41:26 UTC,,false,"Wisconsin, US",44.1862272526,-89.1444108112,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
6569903,2017-06-09,2017-06-09 22:35:43 UTC,Central Time (US & Canada),2017-06-10 03:18:46 UTC,,false,United States,45.7170764031,-92.6104173251,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
6594810,2017-06-09,2017-06-10 02:21:00 UTC,Eastern Time (US & Canada),2017-06-11 20:35:27 UTC,Can just make out the orange crescents on the top wings. ,false,"New York, US",42.6200650201,-73.9898895512,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
6991554,2017-07-09,2017-07-09 05:53:00 UTC,Eastern Time (US & Canada),2017-07-10 03:06:27 UTC,"",false,"New York, US",42.6085275275,-73.9507658241,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
7103874,2017-06-15,2017-06-15 15:09:55 UTC,Eastern Time (US & Canada),2017-07-18 16:05:14 UTC,,false,"New York, US",42.6914837205,-73.8604961046,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
7287262,2017-07-22,2017-07-22 16:23:00 UTC,Central Time (US & Canada),2017-07-31 01:06:19 UTC,,false,"Wisconsin, US",43.9585417498,-89.2119121336,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
7428995,2017-06-04,,UTC,2017-08-10 01:19:50 UTC,,false,"New York, US",43.0841427831,-73.6331665598,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
7433933,2017-07-14,2017-07-14 17:42:31 UTC,Eastern Time (US & Canada),2017-08-10 14:33:31 UTC,,false,"Merrimack County, US-NH, US",43.3049049844,-71.4831598012,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
7535102,2017-06-01,2017-06-01 18:59:00 UTC,Hawaii,2017-08-17 21:41:02 UTC,,false,"Jackson County, US-WI, US",44.3676652924,-90.6539205243,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
7535286,2017-05-31,2017-06-01 01:06:00 UTC,Hawaii,2017-08-17 22:04:50 UTC,,false,"Wisconsin, US",44.1122867889,-90.024791613,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
8436331,2017-06-10,2017-06-10 21:11:00 UTC,Hawaii,2017-10-17 03:19:14 UTC,,false,"Michigan, US",43.5648294805,-85.6888583254,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
8446674,2013-07-17,2013-07-17 14:33:00 UTC,Eastern Time (US & Canada),2017-10-18 00:06:08 UTC,"Perched on dotted horsemint, common in this patch of early successional habitat on an old parking lot",false,"New York, US",42.7915286525,-73.9041663193,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
8778668,2013-07-17,2013-07-17 14:53:00 UTC,Eastern Time (US & Canada),2017-11-12 13:14:53 UTC,odd wing deformity,false,"New York, US",42.7037790923,-73.9839515505,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
9003001,2015-07-13,2015-07-13 13:56:00 UTC,Eastern Time (US & Canada),2017-12-01 01:28:57 UTC,Female,false,"New York, US",42.6916099165,-73.999917346,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
9172854,2017-07-28,2017-07-28 16:28:05 UTC,Eastern Time (US & Canada),2017-12-16 21:04:52 UTC,,false,"Wisconsin, US",43.8563676775,-90.0163002516,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
9182821,2013-07-11,2013-07-11 15:44:00 UTC,Eastern Time (US & Canada),2017-12-17 22:27:50 UTC,,false,"New York, US",42.6461955164,-73.8715678025,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
9382796,2016-07-11,2016-07-11 13:11:00 UTC,Eastern Time (US & Canada),2018-01-06 17:02:45 UTC,Male,false,"New York, US",42.704148636,-73.8623615648,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
9382823,2016-07-11,2016-07-11 12:51:00 UTC,Eastern Time (US & Canada),2018-01-06 17:07:07 UTC,Female,false,"New York, US",42.7457408843,-73.8116499232,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
10035657,2017-07-18,2017-07-18 18:36:57 UTC,Central Time (US & Canada),2018-02-28 20:59:23 UTC,"",false,,,,private,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
10490535,2017-06-02,2017-06-02 06:50:00 UTC,Eastern Time (US & Canada),2018-03-29 16:06:08 UTC,Karner Blue butterfly on lupine,false,"New York, US",43.0827279837,-73.6384190594,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13063087,2018-06-02,2018-06-02 21:38:25 UTC,Eastern Time (US & Canada),2018-06-03 01:39:25 UTC,,false,"New York, US",42.700707107,-73.9316517475,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13063089,2018-06-02,2018-06-03 01:38:41 UTC,Eastern Time (US & Canada),2018-06-03 01:39:30 UTC,,false,"Saratoga County, US-NY, US",43.027977385,-73.8883128338,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13120590,2018-06-04,2018-06-04 18:43:38 UTC,Eastern Time (US & Canada),2018-06-04 19:16:47 UTC,,false,"New York, US",42.7458183798,-73.9227638708,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13147876,2018-06-05,2018-06-05 17:15:42 UTC,Central Time (US & Canada),2018-06-05 17:17:45 UTC,Male,false,,,,private,obscured,true,gps,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13153151,2018-06-05,2018-06-05 18:25:38 UTC,Eastern Time (US & Canada),2018-06-05 20:11:21 UTC,Never saw the underside of wings. May not be able to identify to species level.,false,"New York, US",42.7585652789,-73.8003962117,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13172993,2018-06-05,2018-06-05 17:49:32 UTC,Central Time (US & Canada),2018-06-06 13:32:10 UTC,Female,false,,,,private,obscured,true,gps,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13177323,2018-06-06,2018-06-06 13:42:20 UTC,Eastern Time (US & Canada),2018-06-06 16:12:18 UTC,,false,"New York, US",42.6707015973,-73.9797918113,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13181479,2018-06-05,2018-06-05 17:46:06 UTC,Central Time (US & Canada),2018-06-06 18:23:54 UTC,Did not see if male or female,false,,,,private,obscured,true,gps,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13185309,2018-05-31,2018-05-31 17:33:28 UTC,Central Time (US & Canada),2018-06-06 20:38:57 UTC,,false,"Wisconsin, US",44.0550816901,-90.7944618666,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13240777,2018-06-08,2018-06-08 19:26:00 UTC,Atlantic Time (Canada),2018-06-08 20:28:08 UTC,,false,"New York, US",43.0129478212,-73.6606898621,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13240790,2018-06-08,2018-06-08 19:26:00 UTC,Atlantic Time (Canada),2018-06-08 20:28:13 UTC,,false,"New York, US",43.0299448792,-73.6187732339,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13274784,2018-06-09,2018-06-09 17:33:30 UTC,Central Time (US & Canada),2018-06-09 21:37:23 UTC,,false,"Wisconsin, US",44.3662586906,-89.3201113061,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13274969,2018-06-09,2018-06-09 18:00:57 UTC,Central Time (US & Canada),2018-06-09 21:39:56 UTC,,false,"Wisconsin, US",44.2460419316,-89.309245945,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13276197,2018-06-09,2018-06-09 18:01:30 UTC,Central Time (US & Canada),2018-06-09 22:18:46 UTC,,false,"Wisconsin, US",44.323374271,-89.343627043,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13309244,2018-06-10,2018-06-10 19:12:43 UTC,Central Time (US & Canada),2018-06-10 20:15:25 UTC,,false,"Wisconsin, US",44.1624536723,-90.0378203781,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13309503,2018-06-10,2018-06-10 19:22:43 UTC,Central Time (US & Canada),2018-06-10 20:22:13 UTC,,false,"Wisconsin, US",44.013606907,-90.0185734215,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13309613,2018-06-10,2018-06-10 19:26:33 UTC,Central Time (US & Canada),2018-06-10 20:25:05 UTC,,false,"Wisconsin, US",44.0418160445,-90.1206640986,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13362875,2018-06-09,2018-06-09 19:29:00 UTC,Central Time (US & Canada),2018-06-12 13:31:57 UTC,,false,"Wisconsin, US",43.9648390012,-89.3964604919,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13371297,2018-06-12,2018-06-12 18:55:43 UTC,Central Time (US & Canada),2018-06-12 19:03:47 UTC,,false,"Wisconsin, US",44.1294322974,-89.9553919856,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13477581,2018-06-09,2018-06-09 19:29:00 UTC,Central Time (US & Canada),2018-06-16 13:13:50 UTC,,false,,,,private,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13481403,2018-06-13,2018-06-13 16:31:26 UTC,Central Time (US & Canada),2018-06-16 15:44:56 UTC,,false,"Wisconsin, US",44.3761356715,-90.1831093931,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13483977,2018-06-16,2018-06-16 16:20:42 UTC,Central Time (US & Canada),2018-06-16 17:04:26 UTC,,false,"Wisconsin, US",44.2795740209,-89.216469854,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13485711,2018-06-16,2018-06-16 16:12:11 UTC,Central Time (US & Canada),2018-06-16 18:10:05 UTC,,false,"Wisconsin, US",44.3761473954,-89.2333482547,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13485738,2018-06-16,2018-06-16 16:12:04 UTC,Central Time (US & Canada),2018-06-16 18:11:28 UTC,,false,"Wisconsin, US",44.2716253572,-89.2129294695,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13489821,2018-06-16,2018-06-16 16:23:27 UTC,Central Time (US & Canada),2018-06-16 20:13:54 UTC,,false,"Wisconsin, US",44.2093908628,-89.2212709584,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13570499,2018-06-07,2018-06-07 21:41:00 UTC,Hawaii,2018-06-19 03:02:12 UTC,,false,"Michigan, US",43.4842199535,-85.6628326077,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13618692,2018-06-20,2018-06-20 20:23:29 UTC,Central Time (US & Canada),2018-06-20 20:24:17 UTC,,false,"Wisconsin, US",44.2609966508,-90.0164384228,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13659281,2018-06-20,2018-06-20 21:22:00 UTC,Central Time (US & Canada),2018-06-22 03:56:59 UTC,"",false,"Wisconsin, US",44.3064865871,-90.0701074904,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13677624,2018-06-22,2018-06-22 18:26:57 UTC,Eastern Time (US & Canada),2018-06-22 19:37:57 UTC,lycaeides melissa samuelis. female. very few are out right now because the Karners are between broods. ,false,"New York, US",42.7155816847,-73.9650774205,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13697643,2018-06-22,2018-06-22 14:20:41 UTC,Central Time (US & Canada),2018-06-23 13:14:08 UTC,"",false,"Wisconsin, US",44.2862978864,-89.2074357252,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13698807,2018-06-22,2018-06-22 14:19:00 UTC,Central Time (US & Canada),2018-06-23 13:54:56 UTC,,false,,,,private,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13725181,2018-06-10,2018-06-10 19:12:41 UTC,Central Time (US & Canada),2018-06-24 03:22:12 UTC,,false,"Wisconsin, US",44.1502175325,-90.0852633488,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13813702,2017-05-28,2017-05-28 20:19:00 UTC,Eastern Time (US & Canada),2018-06-26 22:05:49 UTC,,false,"New York, US",43.1878234268,-73.6972516295,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13815705,2017-06-09,2017-06-09 11:43:00 UTC,Eastern Time (US & Canada),2018-06-26 23:24:06 UTC,,false,"New York, US",43.0502546033,-73.7056353484,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13855572,2017-07-07,2017-07-08 00:27:00 UTC,Eastern Time (US & Canada),2018-06-28 11:09:23 UTC,,false,"New York, US",43.1976105122,-73.7996525828,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13855961,2017-07-08,2017-07-08 16:29:00 UTC,Eastern Time (US & Canada),2018-06-28 11:45:23 UTC,,false,"New York, US",43.1859599996,-73.7790944333,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13884025,2017-07-28,2017-07-28 20:48:00 UTC,Eastern Time (US & Canada),2018-06-29 13:51:43 UTC,,false,"New York, US",43.0181223987,-73.7503205284,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13884133,2017-07-28,2017-07-28 21:19:00 UTC,Eastern Time (US & Canada),2018-06-29 13:57:56 UTC,,false,"New York, US",43.0322640106,-73.6897595775,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13932650,2018-06-30,2018-06-30 16:26:00 UTC,Eastern Time (US & Canada),2018-07-01 01:43:12 UTC,,false,"Michigan, US",42.5307204475,-86.1739016769,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
13943000,2018-05-30,2018-05-30 17:20:00 UTC,Eastern Time (US & Canada),2018-07-01 12:37:23 UTC,,false,"New York, US",43.1409272333,-73.7154420329,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
14071337,2018-07-03,2018-07-03 17:13:31 UTC,Central Time (US & Canada),2018-07-05 13:34:45 UTC,Caterpillar on lupine tended by ants,false,"Wisconsin, US",43.8321297275,-90.5307473304,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
14090243,2018-07-05,2018-07-05 12:55:00 UTC,Eastern Time (US & Canada),2018-07-06 00:58:56 UTC,,false,"Michigan, US",43.5272561846,-85.6770442664,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
14144069,2018-07-07,2018-07-07 18:00:25 UTC,Eastern Time (US & Canada),2018-07-07 21:05:48 UTC,At least 2 adult males flying at Green Trail.  Albany Pine Bush Preserve.,false,"New York, US",42.7592820973,-73.9140971478,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
14262189,2018-07-11,2018-07-11 14:32:30 UTC,Eastern Time (US & Canada),2018-07-11 16:35:06 UTC,,false,"New York, US",42.7647417097,-73.9546714494,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
14262264,2018-07-07,2018-07-07 16:28:34 UTC,Eastern Time (US & Canada),2018-07-11 16:38:33 UTC,,false,"New York, US",42.6850491164,-73.8951674487,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
14291610,2018-07-12,2018-07-12 14:30:16 UTC,Eastern Time (US & Canada),2018-07-12 17:01:28 UTC,on invasive spotted knapweed ,false,"New York, US",42.7259023342,-73.8681774771,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
14313721,2018-07-12,2018-07-12 18:09:38 UTC,Central Time (US & Canada),2018-07-13 13:26:33 UTC,,false,"Wisconsin, US",44.168015029,-90.0641362685,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
14369244,2018-07-14,2018-07-14 16:12:00 UTC,Central Time (US & Canada),2018-07-15 01:40:28 UTC,"",false,"Wisconsin, US",43.9226398541,-89.3629288584,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
14369247,2018-07-14,2018-07-14 16:08:00 UTC,Central Time (US & Canada),2018-07-15 01:40:30 UTC,"",false,"Wisconsin, US",43.8691174479,-89.2852324735,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
14369248,2018-07-14,2018-07-14 16:01:00 UTC,Central Time (US & Canada),2018-07-15 01:40:32 UTC,"",false,"Wisconsin, US",43.97713848,-89.288429117,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
14369250,2018-07-14,2018-07-14 16:03:00 UTC,Central Time (US & Canada),2018-07-15 01:40:33 UTC,"",false,"Wisconsin, US",43.9342431246,-89.2553068785,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
14369251,2018-07-14,2018-07-14 16:00:00 UTC,Central Time (US & Canada),2018-07-15 01:40:35 UTC,"",false,"Wisconsin, US",43.8210997063,-89.3144182211,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
14369252,2018-07-14,2018-07-14 15:59:00 UTC,Central Time (US & Canada),2018-07-15 01:40:36 UTC,"",false,"Wisconsin, US",43.976075644,-89.3253096731,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
14369253,2018-07-14,2018-07-14 15:57:00 UTC,Central Time (US & Canada),2018-07-15 01:40:36 UTC,"",false,"Wisconsin, US",43.8331115584,-89.3953798124,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
14369259,2018-07-14,2018-07-14 15:30:00 UTC,Central Time (US & Canada),2018-07-15 01:40:40 UTC,"",false,"Wisconsin, US",43.9582617772,-89.3141420308,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
14369263,2018-07-14,2018-07-14 15:32:00 UTC,Central Time (US & Canada),2018-07-15 01:40:41 UTC,"",false,"Wisconsin, US",43.9928226265,-89.3594165816,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
14369264,2018-07-14,2018-07-14 15:22:00 UTC,Central Time (US & Canada),2018-07-15 01:40:41 UTC,"",false,"Wisconsin, US",43.839215777,-89.3620374013,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
14369269,2018-07-14,2018-07-14 15:17:00 UTC,Central Time (US & Canada),2018-07-15 01:40:44 UTC,"",false,"Wisconsin, US",43.8137400051,-89.3584472475,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
