id,observed_on,time_observed_at,time_zone,created_at,description,captive_cultivated,place_guess,latitude,longitude,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
27653871,2017-07-01,,Eastern Time (US & Canada),2019-06-25 20:34:16 UTC,"",false,"Michigan, US",42.4722927439,-86.1258168169,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
27659312,2019-06-25,2019-06-25 19:31:41 UTC,Central Time (US & Canada),2019-06-25 22:05:46 UTC,,false,"Wisconsin, US",44.2813829821,-89.3668749809,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
27660162,2018-07-05,,Eastern Time (US & Canada),2019-06-25 22:20:50 UTC,Karner Blue,false,"Michigan, US",43.5061860602,-85.7454900535,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
27755768,2019-06-26,,Central Time (US & Canada),2019-06-27 14:48:24 UTC,"Many Karners flying , warm temps, winds gusting to 15. ",false,"Wisconsin, US",44.3122785857,-89.2525272854,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
27792932,2019-06-27,2019-06-27 18:57:51 UTC,Central Time (US & Canada),2019-06-28 03:11:26 UTC,,false,United States,45.6224725445,-92.6150839683,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
27799281,2018-07-11,2018-07-11 10:20:24 UTC,UTC,2019-06-28 07:21:15 UTC,,false,"Wisconsin, US",44.1506972219,-90.0512528781,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
27941235,2019-06-27,,UTC,2019-06-30 17:14:56 UTC,,false,"Wisconsin, US",44.5246995035,-90.1104528689,obscured,obscured,true,gps,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
28052238,2019-07-01,2019-07-01 10:13:07 UTC,UTC,2019-07-02 12:25:58 UTC,,false,"Wisconsin, US",44.6356896142,-91.1775380282,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
28052352,2019-07-01,2019-07-01 09:53:04 UTC,UTC,2019-07-02 12:29:15 UTC,,false,"Wisconsin, US",44.6262502497,-91.0308282579,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
28052552,2019-07-01,2019-07-01 09:55:39 UTC,UTC,2019-07-02 12:34:18 UTC,"",false,"Wisconsin, US",44.7016347834,-91.0709560704,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
28235883,2019-07-05,2019-07-05 11:06:23 UTC,UTC,2019-07-05 16:12:02 UTC,,false,"Wisconsin, US",44.3131083195,-89.7829331556,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
28248687,2019-07-05,2019-07-05 12:26:39 UTC,UTC,2019-07-05 19:57:47 UTC,,false,"Wisconsin, US",44.3686943108,-89.7399667085,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
28248710,2019-07-05,2019-07-05 11:03:36 UTC,UTC,2019-07-05 19:58:18 UTC,,false,"Wisconsin, US",44.2826144864,-89.6522706032,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
28249393,2019-07-05,2019-07-05 12:52:02 UTC,UTC,2019-07-05 20:13:29 UTC,,false,"Wisconsin, US",44.3181548908,-89.7540933447,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
28500932,2019-07-09,2019-07-09 14:49:37 UTC,Eastern Time (US & Canada),2019-07-09 15:33:11 UTC,,false,"New York, US",42.6756884919,-73.802580955,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
28502705,2019-07-09,2019-07-09 14:42:59 UTC,Eastern Time (US & Canada),2019-07-09 16:05:51 UTC,,false,"New York, US",42.6260570953,-73.8344157709,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
28571890,2019-07-10,2019-07-10 19:27:00 UTC,Hawaii,2019-07-10 19:27:40 UTC,,false,"New York, US",43.1946593646,-73.7567899692,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
28643367,2019-07-11,2019-07-11 21:21:19 UTC,Eastern Time (US & Canada),2019-07-11 23:13:32 UTC,,false,"New York, US",42.6890338112,-73.8970676766,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
28812164,2017-06-17,2017-06-17 14:19:00 UTC,Eastern Time (US & Canada),2019-07-14 18:23:05 UTC,,false,"Burnett County, US-WI, US",45.9762348576,-92.7879766332,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
28960807,2019-07-01,2019-07-01 15:57:55 UTC,Central Time (US & Canada),2019-07-16 21:14:45 UTC,,false,"Wisconsin, US",44.6991665002,-90.8374880183,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
28960838,2019-07-01,2019-07-01 15:55:50 UTC,Central Time (US & Canada),2019-07-16 21:15:26 UTC,,false,"Wisconsin, US",44.6214784041,-90.9455417865,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
28961634,2019-06-19,2019-06-19 18:30:14 UTC,Central Time (US & Canada),2019-07-16 21:30:55 UTC,,false,"Wisconsin, US",44.1666276101,-89.3728608027,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29178735,2019-07-20,2019-07-20 13:09:33 UTC,Eastern Time (US & Canada),2019-07-20 15:58:56 UTC,,false,"New York, US",42.7944564817,-73.853418401,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29213697,2019-07-20,2019-07-20 15:05:00 UTC,Eastern Time (US & Canada),2019-07-21 01:38:40 UTC,,false,"New York, US",42.7997495847,-73.9376909967,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29279121,2019-07-21,2019-07-21 11:49:27 UTC,UTC,2019-07-21 22:42:02 UTC,,false,"Wisconsin, US",44.0153719314,-90.0465024944,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29279891,2019-07-21,,UTC,2019-07-21 22:55:07 UTC,,false,"Wisconsin, US",44.0622632952,-90.1687715894,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29350590,2019-07-21,2019-07-21 22:00:38 UTC,UTC,2019-07-23 00:14:49 UTC,,false,"Wisconsin, US",44.3416799738,-89.9163877808,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29351172,2019-07-21,2019-07-21 22:01:29 UTC,UTC,2019-07-23 00:26:29 UTC,,false,"Wisconsin, US",44.2507217225,-89.8066621677,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29410661,2019-07-23,2019-07-23 11:49:31 UTC,UTC,2019-07-23 22:53:52 UTC,1 male,false,"Wisconsin, US",44.6728077746,-90.9308193342,obscured,obscured,true,gps,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29411180,2019-07-23,2019-07-23 16:20:00 UTC,UTC,2019-07-23 23:03:15 UTC,5 individuals observed,false,"Jackson County, US-WI, US",44.3576747536,-90.7438544275,obscured,obscured,true,gps,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29411675,2019-07-23,2019-07-23 15:12:00 UTC,Bogota,2019-07-23 23:09:53 UTC,"",false,,,,private,obscured,true,gps,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29415486,2019-07-23,2019-07-23 17:07:00 UTC,Bogota,2019-07-24 00:17:49 UTC,"",false,,,,private,obscured,true,gps,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29464593,2019-07-24,2019-07-24 14:40:00 UTC,Bogota,2019-07-24 20:08:33 UTC,"nectar species present: mountain mint, black-eyed susan, bee balm, spotted knapweed, st johns wort, red clover, daisy fleabane, flowering spurge",false,"Wisconsin, US",44.0313556028,-90.6895326909,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29465100,2019-07-24,,UTC,2019-07-24 20:17:01 UTC,"",false,"Wisconsin, US",44.1687195435,-90.7366940037,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29481774,2019-07-24,2019-07-24 14:50:00 UTC,Central Time (US & Canada),2019-07-25 00:42:37 UTC,,false,,,,private,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29539432,2019-07-25,2019-07-25 15:39:00 UTC,Bogota,2019-07-25 22:46:37 UTC,,false,,,,private,obscured,true,gps,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29542256,2019-07-25,2019-07-25 17:03:17 UTC,Bogota,2019-07-25 23:42:07 UTC,"",false,,,,private,obscured,true,gps,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29572198,2019-07-24,2019-07-24 12:54:58 UTC,UTC,2019-07-26 13:56:23 UTC,Site: WRM #3,false,"Wisconsin, US",44.0367394187,-89.0196564499,obscured,obscured,true,gps,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29572475,2019-07-23,,Central Time (US & Canada),2019-07-26 14:02:07 UTC,"",false,"Wisconsin, US",44.2967791308,-89.3944724298,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29572653,2019-07-25,,Central Time (US & Canada),2019-07-26 14:06:43 UTC,"six individuals , very active.  ",false,"Wisconsin, US",44.3306326487,-89.2852859956,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29575190,2019-07-24,2019-07-24 16:46:11 UTC,UTC,2019-07-26 14:54:53 UTC,Site: WRM #1,false,"Wisconsin, US",43.983045696,-89.1617873918,obscured,obscured,true,gps,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29588222,2019-07-26,2019-07-26 18:26:42 UTC,Eastern Time (US & Canada),2019-07-26 18:37:52 UTC,,false,"Merrimack County, US-NH, US",43.2034384375,-71.5271315868,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29665672,2019-07-27,2019-07-27 13:59:20 UTC,Bogota,2019-07-27 21:43:49 UTC,,false,,,,private,obscured,true,gps,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29672913,2019-07-27,,Central Time (US & Canada),2019-07-27 23:35:38 UTC,"8 Karners, active",false,"Wisconsin, US",44.2196053077,-89.3835946117,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29681181,2019-07-22,2019-07-22 06:28:00 UTC,Central Time (US & Canada),2019-07-28 01:50:56 UTC,"",false,"Wisconsin, US",44.0237914931,-90.0654355428,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29803608,2019-07-29,2019-07-29 16:27:00 UTC,Eastern Time (US & Canada),2019-07-29 19:09:54 UTC,"Male, as shown by the blue upperside.",false,"Merrimack County, US-NH, US",43.2125277599,-71.5858895524,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29803609,2019-07-29,2019-07-29 16:26:00 UTC,Eastern Time (US & Canada),2019-07-29 19:09:54 UTC,The target of today's outing.  many were present.,false,"Merrimack County, US-NH, US",43.3992069324,-71.5058178561,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29803610,2019-07-29,2019-07-29 16:22:00 UTC,Eastern Time (US & Canada),2019-07-29 19:09:54 UTC,"Female, as shown by the dark upperside.",false,"Merrimack County, US-NH, US",43.2609805447,-71.5681957669,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29825252,2019-07-29,2019-07-29 14:34:13 UTC,Bogota,2019-07-30 01:01:36 UTC,,false,,,,private,obscured,true,gps,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29846182,2019-07-29,2019-07-29 11:58:01 UTC,UTC,2019-07-30 12:15:34 UTC,,false,,,,private,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29872245,2019-07-30,2019-07-30 13:25:00 UTC,America/New_York,2019-07-30 19:54:22 UTC,,false,,,,private,obscured,true,gps,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29921762,2019-07-30,2019-07-30 12:41:47 UTC,UTC,2019-07-31 15:57:20 UTC,,false,"Wisconsin, US",43.812818264,-89.5798706447,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29921940,2019-06-26,2019-06-26 11:47:41 UTC,UTC,2019-07-31 16:00:36 UTC,,false,"Wisconsin, US",44.2270977576,-89.2364443989,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29922057,2019-06-26,2019-06-26 10:35:49 UTC,UTC,2019-07-31 16:02:34 UTC,,false,"Wisconsin, US",44.3084962261,-89.2311018969,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29943313,2019-07-30,,Central Time (US & Canada),2019-07-31 22:04:06 UTC,"approximately 12 Karners, males and females , active, ranged out farther than the lupine stands.",false,"Wisconsin, US",44.2939767643,-89.2478090515,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29944755,2019-07-31,2019-07-31 18:57:08 UTC,Eastern Time (US & Canada),2019-07-31 22:34:19 UTC,,false,"Michigan, US",42.5231583862,-86.1022214625,,obscured,true,gps,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29948731,2019-07-31,2019-07-31 20:47:00 UTC,Bogota,2019-07-31 23:50:02 UTC,,false,,,,private,obscured,true,gps,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
29952213,2019-07-31,2019-07-31 18:49:00 UTC,Bogota,2019-08-01 00:49:30 UTC,,false,,,,private,obscured,true,gps,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30000068,2019-08-01,,UTC,2019-08-01 20:08:24 UTC,"",false,"Wisconsin, US",44.7726048871,-90.9822243102,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30000405,2019-07-31,,UTC,2019-08-01 20:15:55 UTC,"",false,"Jackson County, US-WI, US",44.2873941941,-90.7321155378,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30000681,2019-07-31,,UTC,2019-08-01 20:21:37 UTC,,false,"Wisconsin, US",44.0286723899,-90.740656517,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30001044,2019-07-31,,UTC,2019-08-01 20:28:56 UTC,"",false,"Wisconsin, US",44.0410548975,-90.6082889111,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30001220,2019-08-01,2019-08-01 09:52:40 UTC,UTC,2019-08-01 20:32:27 UTC,,false,"Wisconsin, US",44.158053309,-89.9070974511,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30007683,2019-08-01,2019-08-01 17:51:00 UTC,Bogota,2019-08-01 22:25:54 UTC,,false,,,,private,obscured,true,gps,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30037004,2019-08-01,2019-08-01 13:46:48 UTC,UTC,2019-08-02 13:09:47 UTC,Site: WRM#1,false,"Wisconsin, US",43.924282534,-89.189457384,obscured,obscured,true,gps,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30037781,2019-08-01,2019-08-01 16:16:01 UTC,UTC,2019-08-02 13:27:26 UTC,Site: WRM #3,false,"Wisconsin, US",43.9152720408,-89.1806977449,obscured,obscured,true,gps,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30061735,2019-08-02,2019-08-02 14:49:00 UTC,Bogota,2019-08-02 20:10:27 UTC,,false,,,,private,obscured,true,gps,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30081713,2019-08-02,2019-08-02 16:33:04 UTC,UTC,2019-08-03 03:13:06 UTC,Breeding karners? ,false,"Wisconsin, US",44.3669577661,-89.7258518788,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30082106,2019-08-02,2019-08-02 16:56:41 UTC,UTC,2019-08-03 03:27:04 UTC,,false,"Wisconsin, US",44.3068693362,-89.7902743105,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30082276,2019-08-02,2019-08-02 17:30:32 UTC,UTC,2019-08-03 03:33:13 UTC,,false,"Wisconsin, US",44.2204919211,-89.6756165162,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30082561,2019-08-02,2019-08-02 17:38:35 UTC,UTC,2019-08-03 03:43:04 UTC,Friendly karners  naw just hungry,false,"Wisconsin, US",44.2991093291,-89.6108446129,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30082747,2019-08-02,2019-08-02 17:31:28 UTC,UTC,2019-08-03 03:48:54 UTC,Good day for karner viewing ,false,"Wisconsin, US",44.2823478574,-89.7896652679,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30095853,2019-08-02,2019-08-02 16:00:31 UTC,UTC,2019-08-03 12:11:40 UTC,Zoom in first of 32 today ,false,"Wisconsin, US",44.3614190476,-89.7489744825,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30096419,2019-08-02,2019-08-02 17:08:06 UTC,UTC,2019-08-03 12:25:10 UTC,"",false,"Wisconsin, US",44.2126405661,-89.705050234,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30101689,2019-07-25,2019-07-25 18:21:00 UTC,Eastern Time (US & Canada),2019-08-03 14:10:44 UTC,"",false,"New York, US",42.6427330871,-73.8792740429,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30189269,2019-08-04,2019-08-04 13:43:00 UTC,Bogota,2019-08-04 18:25:57 UTC,,false,,,,private,obscured,true,gps,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30280501,2019-08-05,2019-08-05 13:55:08 UTC,Bogota,2019-08-06 00:44:57 UTC,,false,,,,private,obscured,true,gps,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30324791,2019-08-06,2019-08-06 14:29:00 UTC,Bogota,2019-08-06 19:31:23 UTC,,false,,,,private,obscured,true,gps,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30371765,2019-08-07,2019-08-07 13:58:00 UTC,Bogota,2019-08-07 16:36:11 UTC,,false,,,,private,obscured,true,gps,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30506079,2015-07-13,2015-07-13 14:35:00 UTC,Eastern Time (US & Canada),2019-08-09 22:04:57 UTC,"",false,"New York, US",42.766507828,-73.9576990651,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30513088,2019-08-09,2019-08-09 17:49:06 UTC,UTC,2019-08-10 00:23:49 UTC,,false,"Wisconsin, US",44.3302895375,-89.6866320441,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30513333,2019-08-09,2019-08-09 17:02:14 UTC,UTC,2019-08-10 00:28:43 UTC,,false,"Wisconsin, US",44.3358465647,-89.7957404805,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30536956,2019-08-09,,Central Time (US & Canada),2019-08-10 13:38:48 UTC,"8 KBB's  both male and female, active, ",false,"Wisconsin, US",44.3163675493,-89.2975771397,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30705866,2019-08-12,2019-08-12 19:47:02 UTC,Central Time (US & Canada),2019-08-12 19:51:19 UTC,,false,"Wisconsin, US",44.1626376514,-90.3530702231,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30705972,2019-08-12,2019-08-12 19:34:28 UTC,Central Time (US & Canada),2019-08-12 19:53:28 UTC,,false,"Wisconsin, US",44.0954176836,-90.2236081732,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30706145,2019-08-12,2019-08-12 19:15:26 UTC,Central Time (US & Canada),2019-08-12 19:55:50 UTC,,false,"Wisconsin, US",44.1748439375,-90.2389318691,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30802751,2019-08-13,2019-08-13 17:20:50 UTC,UTC,2019-08-14 10:58:48 UTC,"Last of the  second flight
 ",false,"Wisconsin, US",44.3018199313,-89.6957564125,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30802846,2019-08-13,2019-08-13 17:19:14 UTC,UTC,2019-08-14 11:02:48 UTC,"I was surprised to see so many karners still flying
",false,"Wisconsin, US",44.2918725919,-89.6588717081,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30850024,2019-08-14,2019-08-14 19:53:13 UTC,UTC,2019-08-15 02:17:26 UTC,So many karners in this location. We saw 40+ in just a few minutes! So beautiful ,false,"Wisconsin, US",44.2487004918,-89.6445634267,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30878769,2019-08-14,2019-08-14 18:04:00 UTC,Central Time (US & Canada),2019-08-15 16:07:04 UTC,,false,"Wisconsin, US",44.3545742291,-90.0061990807,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30892354,2019-08-08,2019-08-08 18:58:12 UTC,Central Time (US & Canada),2019-08-15 19:59:24 UTC,,false,"Wisconsin, US",44.7534819439,-90.8979594827,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30904150,2019-08-14,,Central Time (US & Canada),2019-08-15 23:42:29 UTC,"7 individuals , males and females. 
Semi-active.  Temps were in the low 70's and toward the end of the second flight",false,"Wisconsin, US",44.3762514516,-89.2623100818,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30927442,2019-08-15,2019-08-15 14:22:15 UTC,UTC,2019-08-16 13:01:06 UTC,Site: WRM #1,false,"Wisconsin, US",43.935856851,-89.1645807316,obscured,obscured,true,gps,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
30957757,2019-08-16,,Central Time (US & Canada),2019-08-16 22:31:59 UTC,Surprising to see the 8  individuals today due to the cool temps and morning rain.   we did the site survey around noon.  ,false,"Wisconsin, US",44.2853188668,-89.2080664896,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
31061305,2019-08-18,2019-08-18 16:14:48 UTC,Central Time (US & Canada),2019-08-18 16:19:29 UTC,"Cranberry Creek, Bed 5N",false,"Wisconsin, US",44.3351168545,-90.1219439437,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
31093901,2019-08-03,2019-08-03 19:07:00 UTC,Central Time (US & Canada),2019-08-19 01:11:48 UTC,,false,"Wisconsin, US",44.0753540247,-90.0221314939,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
31095145,2019-08-03,2019-08-03 19:42:00 UTC,Central Time (US & Canada),2019-08-19 01:34:58 UTC,,false,"Wisconsin, US",44.0115910928,-90.0494785718,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
31095584,2019-08-03,2019-08-03 20:44:00 UTC,Central Time (US & Canada),2019-08-19 01:43:30 UTC,,false,"Wisconsin, US",44.1937646193,-90.050590406,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
31096850,2019-08-18,2019-08-18 18:19:19 UTC,UTC,2019-08-19 02:10:37 UTC,,false,"Wisconsin, US",44.3504756381,-89.6517104133,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
31120554,2019-08-08,2019-08-08 18:53:38 UTC,Central Time (US & Canada),2019-08-19 14:57:59 UTC,,false,"Wisconsin, US",44.7290586625,-90.8070004225,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
31156259,2019-07-22,2019-07-22 14:17:36 UTC,UTC,2019-08-20 02:46:58 UTC,,false,"Monroe County, US-WI, US",43.8215197121,-90.7031646686,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
31184296,2019-08-04,,Central Time (US & Canada),2019-08-20 16:40:11 UTC,"",false,"Wisconsin, US",44.4817047801,-89.0684233471,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
31316909,2019-08-22,2019-08-22 18:30:43 UTC,Central Time (US & Canada),2019-08-22 23:13:13 UTC,"",false,"Wisconsin, US",44.3777601667,-89.2024382596,obscured,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
31436054,2019-08-02,2019-08-02 20:00:26 UTC,Central Time (US & Canada),2019-08-24 22:18:51 UTC,"",false,"Wisconsin, US",43.8016255796,-89.297679075,,obscured,true,,Karner Blue,Plebejus samuelis,Karner Blue,Insecta,484122
